id,imdbid,bechdelRating,title,year,genres
728,441773,3,Kung Fu Panda,2008,
729,119282,3,Hercules,1997,
730,1270769,1,Three wise men,2008,
732,299977,3,Ying xiong (Hero),2002,
733,250494,3,Legally Blonde,2001,
734,97336,1,Fat Man and Little Boy,1989,
735,451094,3,Chinjeolhan geumjassi,2005,
736,454776,1,Amazing Grace,2006,
737,1250777,1,Kick-Ass,2010,
738,416508,3,Becoming Jane,2007,
739,96446,3,Willow,1988,
740,1050160,3,Kataude mashin garu,2008,
741,113649,3,Libertarias,1996,
742,167404,3,"Sixth Sense, The",1999,
743,86856,3,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,
744,82186,3,Clash of the Titans,1981,
746,371246,3,Spanglish,2004,
747,1000774,3,Sex and the City,2008,
748,103893,3,Buffy the Vampire Slayer,1992,
749,112697,3,Clueless,1995,
750,365125,3,A Dirty Shame,2004,
751,70047,3,"Exorcist, The",1973,
752,89208,3,Girls Just Want to Have Fun,1985,
753,77631,3,Grease,1978,
754,120032,3,Romy and Michelle&#39;s High School Reunion,1997,
755,473308,3,Waitress,2007,
756,395972,3,North Country,2005,
757,1045772,1,I Love You Phillip Morris,2009,
758,1349482,3,Bring It On: Fight to the Finish,2009,
759,279967,3,Mulan II,2004,
760,116493,3,Harriet the Spy,1996,
761,972785,3,Bring It On: In It to Win It,2007,
762,490822,3,Bring It On: All or Nothing,2006,
763,334965,3,Bring It on Again,2004,
764,62794,2,Charly,1968,
765,204946,3,Bring It On,2000,
766,431308,3,P.S. I Love You,2007,
767,101921,3,Fried Green Tomatoes,1991,
768,489049,0,Fanboys,2008,
769,324158,3,Tan de repente,2002,
770,1128075,3,Ai no mukidashi,2008,
771,1230414,3,It&#39;s Complicated,2009,
772,123865,3,Gia,1998,
773,1196204,2,Cemetery Junction,2010,
774,1134629,3,"Private Lives of Pippa Lee, The",2009,
775,120591,1,Armageddon,1998,
776,109830,1,Forrest Gump,1994,
777,461770,3,Enchanted,2007,
778,266543,1,Finding Nemo,2003,
779,314331,3,Love Actually,2003,
780,1259571,3,New Moon,2009,
781,332280,3,"Notebook, The",2004,
782,48728,3,To Catch a Thief,1955,
783,128853,3,You&#39;ve Got Mail,1998,
784,1279935,3,Date Night,2010,
785,416220,3,Shimotsuma monogatari (Kamikaze Girls),2004,
786,38589,3,"Harvey Girls, The",1946,
787,79470,3,Life of Brian,1979,
788,380599,1,Oliver Twist,2005,
789,139362,3,High Art,1998,
790,177242,1,Sonnenallee,1999,
791,405094,0,Das Leben Der Anderen,2006,
792,123755,3,Cube,1997,
793,384537,3,Silent Hill,2006,
794,37913,3,Mildred Pierce,1945,
795,29608,3,Stella Dallas,1937,
796,100024,3,Life Is Sweet,1990,
797,1228705,3,Iron Man 2,2010,
798,1078588,3,My Sister&#39;s Keeper,2009,
799,53472,0,A bout de souffle,1960,
802,24028,3,Footlight Parade,1933,
804,1176740,3,Away We Go,2009,
805,119891,3,Phantoms,1998,
806,298130,3,"Ring, The",2002,
807,387564,2,Saw,2004,
808,1212436,3,"Back-up Plan, The",2010,
809,1244668,1,Soul Kitchen,2009,
810,107507,3,Manhattan Murder Mystery,1993,
811,1405808,1,Lost Persons Area,2009,
812,1131729,3,"Boat That Rocked, The",2009,
813,87884,1,"Paris, Texas",1984,
814,95583,3,Maniac Cop,1988,
815,92603,3,Babette&#39;s Feast,1987,
816,405422,3,"40 Year Old Virgin, The",2005,
817,155711,1,Flawless,1999,
818,103850,1,Bob Roberts,1992,
819,1069238,3,Okuribito (Departures),2008,
820,244353,3,"Mists of Avalon, The",2001,
821,82639,3,"Ladies and Gentlemen, the Fabulous Stains",1982,
822,955308,3,Robin Hood,2010,
823,892318,3,Letters to Juliet,2010,
824,1470023,1,MacGruber,2010,
825,397101,3,"Skeleton Key, The",2005,
826,144117,0,"Boondock Saints, The",1999,
827,120655,3,Dogma,1999,
828,1139328,2,"Ghost Writer, The",2010,
829,1316037,3,Birdemic,2008,
830,389557,3,Zwartboek,2006,
831,473075,0,Prince of Persia: The Sands of Time,2010,
832,1017451,3,"Runaways, The",2010,
833,54743,3,"Children&#39;s Hour, The",1961,
835,1261945,3,Sex and the city 2,2010,
836,245574,0,Y tu mama tambien,2001,
837,368226,3,"Room, The",2003,
838,243664,3,Wit,2001,
839,120663,3,Eyes Wide Shut,1999,
840,123209,3,"Other Sister, The",1999,
841,311113,0,Master and Commander: The Far Side of the World,2003,
842,337978,1,Live Free or Die Hard,2007,
843,381849,0,3:10 to Yuma,2007,
844,63462,0,"Producers, The",1968,
845,71230,1,Blazing Saddles,1974,
846,79180,1,"Frisco Kid, The",1979,
847,103064,3,Terminator 2: Judgement Day,1991,
848,1037705,3,Book of Eli,2010,
849,98519,3,Troop Beverly Hills,1989,
850,73812,1,Tommy,1975,
851,83564,3,Annie,1982,
852,108000,3,Ruby in Paradise,1993,
853,327679,3,Ella Enchanted,2004,
854,241303,3,Chocolat,2000,
855,190332,3,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000,
856,230600,3,"Others, The",2001,
857,63522,3,Rosemary&#39;s Baby,1968,
858,139239,3,Go!,1999,
859,97493,3,Heathers,1988,
860,110950,3,Reality Bites,1994,
861,106677,3,Dazed and Confused,1993,
862,76245,3,Julia,1977,
863,80319,3,Nine to Five,1980,
864,245429,3,Spirited Away,2001,
865,412019,3,Broken Flowers,2005,
867,126886,3,Election,1999,
868,414852,0,Banlieue 13,2004,
869,100263,3,Nikita,1990,
870,1226229,1,Get Him To The Greek,2010,
871,43338,2,Ace In The Hole,1951,
872,1234654,1,Greenberg,2010,
873,80339,3,Airplane!,1980,
874,82783,0,My Dinner With Andre,1981,
875,250440,3,Is It Fall Yet,2000,
876,285627,3,Is It College Yet?,2002,
877,181875,3,Almost Famous,2000,
878,48424,3,"Night of the Hunter, The",1955,
879,102898,3,Shakes the Clown,1991,
880,88846,3,Brazil,1985,
881,116308,3,Fire,1996,
882,198021,3,Where the Heart Is,2000,
883,870089,0,Ciao,2008,
884,129167,0,"Iron Giant, The",1999,
885,1174732,3,An Education,2009,
886,810784,3,Bright Star,2009,
887,246578,3,Donnie Darko,2001,
888,1232776,3,Fish Tank,2009,
889,1060277,3,Cloverfield,2008,
890,109686,2,Dumb &amp; Dumber,1994,
891,1077262,2,Ajami,2009,
892,1197624,3,Law Abiding Citizen,2009,
893,443543,0,"Illusionist, The",2006,
894,892791,1,Shrek Forever After,2010,
895,328589,3,Under the Tuscan Sun,2003,
896,84726,3,Star Trek: The Wrath of Khan,1982,
897,114011,3,Now and Then,1995,
898,92005,0,Stand By Me,1986,
899,108037,0,"Sandlot, The",1993,
900,1017460,3,Splice,2009,
901,1407061,3,Just Wright,2010,
902,1018785,3,"Sisterhood of the Traveling Pants 2, The",2008,
903,369436,3,Four Christmases,2008,
904,118884,3,Contact,1997,
905,112679,3,Circle of Friends,1995,
906,375568,3,Astro Boy,2009,
907,259446,3,My Big Fat Greek Wedding,2002,
908,878835,3,Please Give,2010,
909,1399683,3,Winter&#39;s Bone,2010,
910,433362,1,Daybreakers,2009,
911,76666,1,Saturday Night Fever,1977,
912,116313,3,"First Wives Club, The",1996,
913,102103,3,Impromptu,1991,
914,402894,3,Casanova,2005,
915,1093908,3,Confessions of a Shopaholic,2009,
916,356721,3,I Heart Huckabees,2004,
917,120601,3,Being John Malkovich,1999,
918,486946,1,Wild Hogs,2007,
919,62622,0,2001: A Space Odyssey,1968,
920,483726,1,Man of the Year,2006,
921,460829,3,Inland Empire,2006,
922,1334537,1,Humpday,2009,
923,779982,1,Black Sheep,2006,
924,98384,3,Steel Magnolias,1989,
926,99731,3,"Handmaid&#39;s Tale, The",1990,
927,416212,3,"Secret Life of Bees, The",2008,
928,218839,3,Best in Show,2000,
930,81505,2,"Shining, The",1980,
931,118818,1,Career Girls,1997,
932,910554,2,Frequently Asked Questions About Time Travel,2009,
933,388789,3,Born Into Brothels: Calcutta&#39;s Red Light Kids,2004,
934,859765,2,Still Life (Sanxia haoren),2006,
935,88727,3,Anne of Green Gables,1985,
936,119822,3,As Good as It Gets,1997,
937,136244,3,Hideous Kinky,1998,
938,408985,3,Last Holiday,2006,
939,70917,3,"Wicker Man, The",1973,
940,95690,3,Mystic Pizza,1988,
941,286244,3,Les triplettes de Belleville,2003,
942,120802,3,"Red Violin, The",1998,
943,1155076,3,"Karate Kid, The",2010,
944,1570989,3,Tiny Furniture,2010,
946,824758,3,"Last Station, The",2009,
947,114916,3,When Night is Falling,1995,
948,765447,3,Evening,2007,
949,783233,3,Atonement,2007,
950,106341,1,Bad Boy Bubby,1993,
951,1210042,1,Brooklyn&#39;s Finest,2009,
952,1226681,0,Pontypool,2008,
953,377713,3,Cube Zero,2004,
954,191754,3,28 Days,2000,
955,113855,1,Mortal Kombat,1995,
956,332452,1,Troy,2004,
957,338526,3,Van Helsing,2004,
958,165982,2,Sinbad: Legend of the Seven Seas,2003,
959,111282,1,Stargate,1994,
960,110367,3,Little Women,1994,
961,435761,3,Toy Story 3,2010,
962,1188113,1,Peacock,2010,
963,89960,3,Sans toi ni loi (Vagabond),1985,
964,848557,3,Diary of the Dead,2007,
965,51114,2,"True Story of Jesse James, The",1957,
966,377084,3,Ladies in Lavender,2004,
967,75029,2,"Outlaw Josey Wales, The",1976,
968,1443518,0,R U There,2010,
969,429493,0,"A-Team, The",2010,
970,116594,3,I Shot Andy Warhol,1996,
971,38355,1,"Big Sleep, The",1946,
972,82776,3,Ms. 45,1981,
973,147612,3,Happiness,1998,
974,114906,3,Welcome to the Dollhouse,1995,
975,150662,3,Show Me Love,1998,
976,435706,3,Nina&#39;s Heavenly Delights,2006,
977,116418,3,Girls Town,1996,
978,1467304,3,"Human Centipede (First Sequence), The",2009,
979,1038686,3,Legion,2010,
980,1375670,3,Grown Ups,2010,
981,116353,3,Foxfire,1996,
982,112379,3,Antonia&#39;s Line,1995,
983,324133,3,Swimming Pool,2003,
984,108394,3,Three Colors: Blue,1993,
985,1068649,3,I&#39;ve Loved You So Long,2008,
986,113101,3,Four rooms,1995,
987,1130080,1,"Informant!, The",2009,
988,1587707,0,Exit Through the Gift Shop,2010,
989,817230,3,Valentine&#39;s Day,2010,
990,870111,1,Frost/Nixon,2008,
991,88939,3,"Color Purple, The",1985,
992,1133993,2,Serious Moonlight,2009,
993,50307,3,Desk Set,1957,
994,30241,3,Holiday,1938,
995,475243,2,Crashing,2007,
996,1339268,3,Beeswax,2009,
1000,119229,3,Grosse Pointe Blank,1997,
1001,365748,3,Shaun of the Dead,2004,
1002,84827,0,TRON,1982,
1003,84707,3,Sophie&#39;s Choice,1982,
1004,1593655,3,Browncoats: Redemption,2010,
1005,1226236,3,I Am Love,2010,
1006,146882,2,High Fidelity,2000,
1007,265651,1,Ripley&#39;s Game,2002,
1008,423977,2,Charlie Bartlett,2007,
1009,243017,3,Waking Life,2001,
1010,116361,3,Freeway,1996,
1011,1183672,3,"Girl on the Train, The",2009,
1012,1576382,3,Dos hermanos,2010,
1013,970411,3,City of Ember,2008,
1014,852713,3,"House Bunny, The",2008,
1015,50634,3,"Cranes Are Flying, The",1957,
1016,1560139,1,Boy,2010,
1017,91167,3,Hannah and Her Sisters,1986,
1018,478160,0,Into Great Silence,2005,
1019,938283,1,"Last Airbender, The",2010,
1020,78875,3,Die Blechtrommel,1979,
1021,368933,3,"Princess Diaries 2: Royal Engagement, The",2004,
1022,479917,3,For the Love of a Child,2006,
1023,96895,1,Batman,1989,
1024,112462,1,Batman Forever,1995,
1025,103776,0,Batman Returns,1992,
1026,118688,2,Batman &amp; Robin,1997,
1027,327554,3,Catwoman,2004,
1028,279778,3,Divine Secrets of the Ya-Ya Sisterhood,2002,
1029,120913,3,Titan A.E.,2000,
1030,116136,2,DragonHeart,1996,
1031,112453,2,Balto,1995,
1032,114924,3,While You Were Sleeping,1995,
1033,102057,2,Hook,1991,
1034,98675,3,"Wonderful Wizard of Oz, The",1987,
1035,83791,1,"Dark Crystal, The",1982,
1036,1348327,3,Villa Amalia,2009,
1037,113277,2,Heat,1995,
1038,211915,3,Amelie,2001,
1039,66921,1,A Clockwork Orange,1971,
1040,120577,1,54,1998,
1041,335266,3,Lost In Translation,2003,
1042,56172,0,Lawrence of Arabia,1962,
1043,1371630,1,Air Doll,2009,
1044,426578,3,Sophie Scholl - Die letzten Tage,2005,
1045,496436,1,White Noise 2: The Light,2007,
1046,89886,1,Real Genius,1985,
1047,193524,1,"Star Wars Holiday Special, The",1978,
1048,87469,0,Indiana Jones and the Temple of Doom,1984,
1049,97576,0,Indiana Jones and the Last Crusade,1989,
1050,367882,1,Indiana Jones and the Kingdom of the Crystal Skull,2008,
1051,111070,1,"Santa Clause, The",1994,
1052,304669,1,"Santa Clause 2, The",2002,
1053,177789,1,Galaxy Quest,1999,
1054,119432,2,Jungle 2 Jungle,1997,
1055,119142,3,For Richer or Poorer,1997,
1056,120844,3,Star Trek: Insurrection,1998,
1057,42332,3,Cinderella,1950,
1058,120746,1,"Mask of Zorro, The",1998,
1059,386140,1,"Legend of Zorro, The",2005,
1060,371823,2,"Mickey, Donald, Goofy: The Three Musketeers",2004,
1061,283426,0,"Jungle Book 2, The",2003,
1062,116583,1,"Hunchback of Notre Dame, The",1996,
1063,76363,0,"Many Adventures of Winnie the Pooh, The",1977,
1064,138749,0,"Road to El Dorado, The",2000,
1065,115491,1,Aladdin and the King of Thieves,1995,
1066,107952,0,"Return of Jafar, The",1994,
1067,107977,3,Robin Hood: Men in Tights,1993,
1068,118571,1,Air Force One,1997,
1069,120828,1,Six Days Seven Nights,1998,
1070,96463,3,Working Girl,1988,
1071,161081,3,What Lies Beneath,2000,
1072,407304,3,War of the Worlds,2005,
1073,329717,1,Hollywood Homicide,2003,
1074,385307,3,Miss Congeniality 2: Armed &amp; Fabulous,2005,
1076,34583,1,Casablanca,1942,
1077,72431,2,Young Frankenstein,1974,
1078,94012,3,Spaceballs,1987,
1079,120794,3,"Prince of Egypt, The",1998,
1080,1278340,2,Dead Snow,2009,
1081,82517,1,History of the World: Part I,1981,
1082,117998,3,Twister,1996,
1083,207201,1,What Women Want,2000,
1084,406649,1,A Christmas Carol: The Musical,2004,
1085,230011,1,Atlantis: The Lost Empire,2001,
1086,164912,1,Stuart Little,1999,
1087,116552,1,Homeward Bound II: Lost in San Francisco,1996,
1088,107131,1,Homeward Bound: The Incredible Journey,1993,
1089,101745,1,Doc Hollywood,1991,
1090,120815,0,Saving Private Ryan,1998,
1091,166485,3,Anna and the King,1999,
1092,49408,2,"King and I, The",1956,
1093,200550,3,Coyote Ugly,2000,
1094,120783,3,"Parent Trap, The",1998,
1095,322330,3,Freaky Friday,2003,
1096,385267,1,In Good Company,2004,
1097,108442,1,Undercover Blues,1993,
1098,111503,3,True Lies,1994,
1099,117477,1,Ridicule,1996,
1100,65051,1,Support Your Local Sheriff!,1969,
1101,104940,3,"Muppet Christmas Carol, The",1992,
1102,436331,3,Friends with Money,2006,
1103,98319,3,Shirley Valentine,1989,
1104,1023481,3,Step Up 2: The Streets,2008,
1105,85478,3,Educating Rita,1983,
1106,280707,3,Gosford Park,2001,
1107,1305138,2,El regalo,2008,
1108,56592,3,To Kill a Mockingbird,1962,
1109,120789,3,Pleasantville,1998,
1110,303361,3,May,2002,
1111,1340768,1,&quot;Chess in Concert&quot;,2009,
1112,244000,1,American Outlaws,2001,
1113,93409,1,Lethal Weapon,1987,
1114,217869,0,Unbreakable,2000,
1115,496328,3,Itty Bitty Titty Committee,2007,
1116,34492,1,Bambi,1942,
1117,33563,2,Dumbo,1941,
1118,46183,3,Peter Pan,1953,
1121,50798,1,Old Yeller,1957,
1122,65421,3,"AristoCats, The",1970,
1123,66728,1,"Million Dollar Duck, The",1971,
1124,82406,2,"Fox and the Hound, The",1981,
1125,103247,1,White Fang,1991,
1126,104868,1,"Mighty Ducks, The",1992,
1127,118570,1,Air Bud,1997,
1128,109127,1,Angels in the Outfield,1994,
1129,117110,1,Muppet Treasure Island,1996,
1130,99653,3,Ghost,1990,
1131,327162,3,"Stepford Wives, The",2004,
1132,113117,2,French Kiss,1995,
1133,106673,3,Dave,1993,
1134,120891,2,Wild Wild West,1999,
1135,140379,2,A Midsummer Night&#39;s Dream,1999,
1136,311289,2,Holes,2003,
1137,1473149,3,Scheherazade Tell Me a Story,2009,
1138,425210,1,Lucky Number Slevin,2006,
1139,1323594,3,Despicable Me,2010,
1140,1305806,1,"Secret in Their Eyes, The",2009,
1141,246772,3,Mostly Martha,2001,
1142,451079,1,Horton Hears a Who!,2008,
1143,865556,1,"Forbidden Kingdom, The",2008,
1144,822832,2,Marley &amp; Me,2008,
1145,253556,1,Reign of Fire,2002,
1147,449010,1,Eragon,2006,
1148,405159,3,Million Dollar Baby,2004,
1149,419706,1,Doom,2005,
1150,320661,0,Kingdom of Heaven,2005,
1151,866437,3,"Jane Austen Book Club, The",2007,
1152,364955,3,Art School Confidential,2006,
1153,251127,3,How to Lose a Guy in 10 Days,2003,
1154,120744,1,"Man in the Iron Mask, The",1998,
1155,160127,3,Charlie&#39;s Angels,2000,
1156,115963,3,"Craft, The",1996,
1157,104254,3,FernGully: The Last Rainforest,1992,
1158,92675,1,Bloodsport,1988,
1159,119215,1,Good Burger,1997,
1160,113198,2,A Goofy Movie,1995,
1161,465502,2,Igor,2008,
1162,1121977,3,Mother and Child,2009,
1163,172495,0,Gladiator,2000,
1164,449487,3,Passengers,2008,
1165,55571,3,Underworld U.S.A.,1961,
1166,1336617,1,Cyrus,2010,
1167,427470,3,"Lookout, The",2007,
1168,1424381,0,Predators,2010,
1169,1375666,3,Inception,2010,
1170,48280,2,Lady and the Tramp,1955,
1171,55254,3,One Hundred and One Dalmatians,1961,
1172,115433,3,101 Dalmatians,1996,
1173,100151,3,Mindwalk,1990,
1174,1013743,2,Knight and Day,2010,
1175,1425933,3,Skeletons,2010,
1176,69442,3,Une belle fille comme moi,1972,
1177,1320352,3,Nothing Personal,2009,
1178,1077084,3,God&#39;s Forgotten Town,2008,
1179,403702,1,Youth in Revolt,2009,
1180,881891,3,All About Steve,2009,
1181,93225,3,Housekeeping,1987,
1182,64437,3,"Honeymoon Killers, The",1969,
1183,1161411,3,Una hora mas en Canarias,2010,
1184,822854,1,Shooter,2007,
1185,65207,3,Where Eagles Dare,1968,
1186,1057500,1,Invictus,2009,
1187,90319,1,White Nights,1985,
1188,263467,3,In the Time of the Butterflies,2001,
1189,783238,3,"Dead Girl, The",2006,
1190,122459,3,Return to Me,2000,
1191,54698,2,Breakfast at Tiffany&#39;s,1961,
1192,210616,3,Center Stage,2000,
1193,119167,3,Funny Games,1997,
1195,107156,3,"Wedding Banquet, The",1993,
1196,780622,3,Teeth,2007,
1197,83111,0,Southern Comfort,1981,
1198,58139,2,Der Geteilte Himmel (Divided Heaven),1964,
1199,842926,3,"Kids Are All Right, The",2010,
1200,78259,0,"Shout, The",1978,
1201,98382,1,Star Trek V: The Final Frontier,1989,
1202,119738,2,My Best Friend&#39;s Wedding,1997,
1203,93693,3,Overboard,1987,
1204,209475,3,"Wedding Planner, The",2001,
1205,343660,2,50 First Dates,2004,
1206,214641,0,Dragonheart: A New Beginning,2000,
1207,43274,3,Alice in Wonderland,1951,
1208,110763,1,"Pagemaster, The",1994,
1209,120855,2,Tarzan,1999,
1210,95776,2,Oliver &amp; Company,1988,
1211,39192,3,Black Narcissus,1947,
1212,58625,0,Woman in the Dunes,1964,
1213,37800,3,I Know Where I&#39;m Going,1945,
1214,1227787,3,London River,2009,
1215,1511354,3,El dios de madera,2010,
1216,48977,3,"Bad Seed, The",1956,
1217,76618,3,"Rescuers, The",1977,
1218,118617,3,Anastasia,1997,
1219,120791,3,Practical Magic,1998,
1220,378793,3,Speak,2004,
1221,367462,3,Say Yes Quickly,2004,
1222,78754,2,All That Jazz,1979,
1223,80388,3,Atlantic City,1980,
1224,291988,3,Intimate Stories,2002,
1225,354575,0,"Five Obstructions, The",2003,
1226,84237,3,"Last Unicorn, The",1982,
1227,18033,3,It,1927,
1228,73629,3,"Rocky Horror Picture Show, The",1975,
1229,40725,3,"Red Shoes, The",1948,
1230,33870,1,"Maltese Falcon, The",1941,
1231,38733,0,Stairway to Heaven,1946,
1232,40416,1,Hamlet,1948,
1233,116477,1,Hamlet,1996,
1234,1325004,3,"Twilight Saga: Eclipse, The",2010,
1235,39360,1,"Exile, The",1947,
1236,40183,2,Bonnie Prince Charlie,1948,
1237,27438,1,"Charge of the Light Brigade, The",1936,
1238,30044,0,"Dawn Patrol, The",1938,
1239,32145,2,Wuthering Heights,1939,
1240,29442,1,"Prisoner of Zenda, The",1937,
1241,40321,3,Enchantment,1948,
1242,26029,3,"39 Steps, The",1935,
1243,43769,2,"Magic Box, The",1952,
1244,29087,2,Knight Without Armor,1937,
1245,31385,2,"Goodbye, Mr. Chips",1939,
1246,25004,1,"Count of Monte Cristo, The",1934,
1247,52374,0,"Fabulous World of Jules Verne, The",1958,
1248,24473,1,"Private Life of Henry VIII., The",1933,
1249,63518,3,Romeo and Juliet,1968,
1250,57878,1,Bedtime Story,1964,
1251,56800,1,55 Days at Peking,1963,
1252,417,0,Le voyage dans la lune,1902,
1253,58100,1,First Men in the Moon,1964,
1254,57259,1,"Long Ships, The",1964,
1255,52365,2,"Vikings, The",1958,
1256,52948,1,Journey to the Center of the Earth,1959,
1257,55207,0,Mysterious Island,1961,
1258,4972,2,"Birth of a Nation, The",1915,
